key,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,Los Angeles Metropolitan Area,S.F. Bay Area,Inland Empire
1-13,336650,466830,184000,208930,180000,339340,140000,283570,151450,150000,234720,164200,153330,134440,349720,98330,799110,160000,245000,137000,400000,339500,411110,257353,566500,292710,,244780,201010,310500,154500,390890,743643,182430,398980,695000,510710,652500,482000,173890,106670,243520,367780,155450,168333,88330,137240,175000,440670,260940,148571,319780,473890,207530
2-13,333180,451580,225000,211760,190000,346670,160000,307900,158950,110000,231670,170000,153750,125000,337630,130000,859380,190000,259090,125290,300000,315000,468180,248213,607230,312090,,245830,203540,330000,156360,407220,832031,174680,408570,800000,606060,710000,435230,180530,110000,234520,384900,152500,168750,131670,133870,160000,461960,250000,151428,326460,496800,212300
3-13,379000,523280,200000,250000,213235,386410,165000,329170,160510,130000,225000,175000,146000,145000,340890,136000,888890,180000,221880,144000,425000,359900,430950,248528,619430,322560,,263670,220590,348000,161900,436710,936110,191280,417590,912000,575000,730000,585000,179050,123330,250000,398090,168870,177999,156670,137560,158000,475000,250000,154999,353350,560050,227920
4-13,402830,573000,193330,234000,202941,462720,140000,344170,173860,185000,251190,180000,157140,156670,361630,170000,952870,225000,350000,139560,387499,380000,453850,272222,653740,354370,,274420,221880,358000,164470,454390,1011029,195960,431250,913500,650000,790000,645000,182920,118000,255170,442100,174390,167692,156000,139520,215380,502940,291340,172727,371170,623780,231610
5-13,417350,593160,219440,238300,210000,484640,147500,338240,167770,160000,233930,188000,149000,141250,365990,142000,963110,212500,250000,151050,450000,410000,488890,265909,655630,353110,,282560,243660,355000,170090,469590,1009615,206190,445160,950000,656250,824960,623750,203050,115000,265090,436520,181160,186000,200000,157500,184290,496870,299140,176666,379640,655140,238240
6-13,428700,604600,233330,265000,190000,491080,137499,342250,175820,136666,251090,195000,147780,155000,403760,150000,1000000,190000,242860,154120,400000,417000,509620,269827,661740,370240,,298470,247100,382620,174650,483330,941901,208130,462500,1001000,671430,809000,586000,193330,163330,278920,450000,187170,190833,140000,158710,180000,562800,312500,188750,393530,657200,248760
7-13,433910,614810,196670,239280,223684,508720,156666,350760,183870,140000,267050,195500,173330,141430,421350,175710,1000000,300000,286360,163080,708333,408800,511900,298076,675000,372220,,294300,254550,400000,180270,483800,884943,225000,491790,919000,598680,840000,601000,200000,140000,279330,473640,193920,200000,185000,157140,212500,545720,346250,167777,395260,664240,250450
8-13,441010,607240,213890,281820,225000,482530,110000,355840,184000,134999,247220,199950,184000,153330,444950,170000,987740,200000,276670,155880,333333,407000,565970,316667,664580,361830,,290030,257660,387000,183240,482470,954545,231390,477420,988440,625000,808100,629000,202080,140000,295890,453790,203120,200000,146670,158460,215280,555560,320310,186666,395900,644190,245330
9-13,428290,604100,252780,250000,207692,454760,125000,334910,185830,133999,251090,193500,168460,150000,459010,190000,893140,243749,285710,178570,500000,422500,477270,298528,672680,365290,270000,293560,255390,428950,185860,490130,941531,242370,495350,909000,641300,779480,639500,189050,155000,286220,455850,194890,209524,150000,163500,207690,550000,331030,171428,392030,628060,252100
10-13,427540,588600,198000,248330,217857,446060,180000,367390,182620,125000,260530,185000,181000,196250,447130,153330,959740,300000,255000,171820,450000,412000,497730,310714,660080,364150,250000,296640,253560,397500,191330,477130,933333,234160,440380,910000,613640,770000,650000,208540,156670,294920,469900,209110,199090,142500,161330,200000,538740,311290,195714,392610,628620,257560
11-13,423090,607900,212500,255950,202273,457080,140000,361860,193020,150000,239280,190000,171670,143330,405470,160000,942070,212500,300000,151540,400000,420000,528410,279999,660890,361160,259000,306350,246900,380000,192470,473360,974999,233070,486510,895000,558330,785000,666000,207560,166670,280360,463820,198400,207143,180000,161300,212500,543330,283330,207353,400040,640320,271930
12-13,438790,585440,192000,231100,202500,451490,125000,360580,190350,190000,254170,208100,154280,165000,439830,200000,893750,229999,278570,160000,474999,438500,476000,310526,677660,361150,249000,310020,250370,410000,199020,479690,951754,248820,484480,1000000,701920,769900,608000,184710,160000,293520,464190,220640,196666,137500,160910,209090,535180,308060,200000,400160,614590,271920
1-14,412820,559110,180000,227500,204167,397760,130000,335000,184120,180000,270590,210340,160000,160000,423570,200000,905000,225000,298500,149330,625000,428500,535000,268181,653850,360980,246000,314070,242510,404000,190130,479340,894999,234090,455810,955000,698860,731000,609900,194610,156670,296120,460000,205900,190000,158000,162860,215380,533730,289060,206940,387530,576040,266820
2-14,406460,572630,206250,217650,220454,441280,225000,332050,182270,200000,218750,195000,182500,170000,389080,172860,967500,225000,271500,181670,474999,500000,472000,305263,677700,370090,118000,302370,260330,399000,186440,476780,1062500,234930,480680,970000,661760,805000,600000,186000,130000,288300,445000,215380,188000,237500,163330,222730,558490,333330,200000,383080,617230,260360
3-14,437100,623110,214290,221550,238888,464350,160000,385710,202100,140000,230680,201000,179230,158460,395660,206670,975000,245830,270000,154000,450000,521250,536750,326923,675540,367190,207500,310670,263810,418000,188550,490280,974490,245890,491350,1170500,605470,865000,635000,213410,173330,312350,480000,214760,207690,180000,165380,220830,559320,326560,202940,401810,667860,270940
4-14,448720,656140,190000,231670,239062,494280,160000,366950,192880,170000,238460,200000,166250,158000,406750,214060,987000,237500,263675,164550,474999,451500,531950,315217,679820,375160,231500,309240,267260,430000,199420,492080,1132810,251100,465310,1001000,633330,900500,626500,202270,150000,315150,460000,212500,218750,250000,172500,237500,575390,331250,191670,411660,705620,263610
5-14,465470,680020,242860,237880,243332,519670,170000,374240,199540,152500,254350,209950,171670,170000,411640,223210,1047500,241670,295000,171430,575000,445000,587500,277941,698260,383070,189000,323890,273970,417500,214460,498020,1120000,248680,487500,1140000,736110,878080,681500,214020,170000,310000,490000,223870,214580,178000,177140,244440,568360,361630,194000,425720,707270,279760
6-14,457700,695210,238890,245000,253409,510990,200000,372950,201080,175000,248960,215000,194440,184440,435950,206250,1050000,237500,330150,158820,687499,485000,529000,316130,696680,382970,230250,321840,271630,420000,204860,531350,1206900,267020,503250,1150000,659480,902500,699500,226790,163750,310000,495000,233050,207690,182500,176520,237500,571250,377420,206250,416550,714270,279730
7-14,464750,688870,247500,276140,240789,546580,163333,385160,201530,145000,247000,210160,175450,174540,461290,211110,1058000,300000,299000,173640,500000,445000,599000,303448,695270,381040,217500,319960,276190,415000,216570,523070,1094594,259900,490540,1117500,685480,860750,725000,216460,160000,335000,500000,230040,225000,165000,174670,238160,585830,340540,183333,421050,708140,275990
8-14,481250,691500,211110,241450,240000,538510,157500,391670,203760,170000,255260,214680,183330,178330,474640,213890,952500,216670,292975,186670,474999,492500,525000,338890,699430,388720,278570,318640,272750,415000,208550,510860,979510,265060,475000,1000000,806030,865000,657600,212190,127500,320000,475000,232240,230000,156670,184440,214710,602060,396550,208750,434370,694320,274820
9-14,462380,652610,225000,235710,233330,499220,140000,364650,208210,147500,246050,215000,183330,180000,486030,207500,1181500,250000,295000,159500,450000,451000,601139,306250,696190,384850,259380,316500,276960,424000,212790,519420,1066860,265400,480640,1075000,778230,850000,670000,222550,155000,320000,496000,230000,206820,170000,175000,215910,589080,344230,219440,413730,683170,275160
10-14,450460,659660,265000,233780,247370,490480,157500,355800,200600,167500,260340,215000,168670,190000,477600,210420,980000,225000,355000,190710,483333,460000,539000,315520,692390,380170,255000,321750,270150,435000,208080,493030,1200760,263270,455660,1071000,570000,870000,715000,220920,161670,320000,490000,228630,213240,160000,179060,219640,583810,344740,210940,412190,698370,274630
11-14,444630,670320,231250,241910,230550,457630,132500,374540,200000,95000,262500,211220,192500,186670,434070,236360,1075000,250000,329000,177650,350000,460000,619500,309370,689480,369490,200000,320880,266260,431000,213780,491690,1163790,249080,453950,1092500,643290,850000,689500,210610,172500,322200,475000,230950,218180,175000,187000,220000,549440,343180,190000,417270,691520,276950
12-14,453270,645680,229540,231820,243750,483330,155000,385230,204430,176670,263000,211250,195550,162860,464650,212500,980000,245000,270000,178230,625000,430000,497500,314290,683490,387500,233330,322020,269350,435000,216020,494500,1058820,267070,488130,980000,655000,846500,698500,208160,135000,320000,515000,228160,200000,205000,178620,211670,569600,344590,207140,413150,660200,281660
1-15,428980,610130,210710,231730,228120,442440,160000,375000,211470,162500,263890,195000,172500,163330,441610,245000,957000,268750,257500,168750,583333,420000,495000,339290,674340,375980,275000,306060,256670,435000,206660,496380,986610,263360,478720,1012500,690220,815000,665000,216130,195000,315000,474500,230790,227080,164290,173330,236360,582630,307500,204170,395200,610180,267070
2-15,429930,651950,271430,247320,230000,476340,200000,384880,210320,220000,250000,217500,196000,184290,419260,217500,1000000,250000,309000,168750,937499,500000,480000,320000,680290,375380,180000,323220,283960,450000,213930,499000,1154760,270750,491670,1200000,556820,915130,675000,225860,148330,330000,488250,237680,213330,150000,172140,195000,568840,372860,215220,409810,669800,282400
3-15,464640,713060,250000,233930,258330,491780,140000,393400,213960,190000,253120,208550,190000,225000,419370,198750,1142500,275000,290000,190000,562500,510000,554750,330360,696060,383330,241670,331710,282080,474900,215640,530650,1275000,272500,507440,1300000,797410,932100,747250,223750,176670,350000,500500,242170,250000,163330,182630,232140,596890,334720,198890,427990,730650,290240
4-15,484370,742340,227500,253850,258330,553030,132220,405170,217510,153330,256250,215050,172860,200000,427010,222500,1100000,245830,350000,204840,562500,455000,635000,336760,705190,394570,212500,333520,283600,465000,219150,530810,1348480,280870,522220,1280000,681030,960000,757500,230930,153330,339000,535000,243800,211110,167500,188460,230000,598500,376190,206670,434470,770290,288290
5-15,489190,763740,233330,261110,296870,557060,170000,436510,216110,170000,250000,228600,183330,217190,432570,222060,1150000,250000,310000,203570,450000,530000,582500,340620,717850,403420,205000,332490,293480,444990,220890,538660,1375000,280000,498147,1330000,820120,993000,684500,231030,145000,355000,540000,245570,218060,186000,188790,241670,620460,393180,219440,440050,772560,288960
6-15,492250,750000,256250,253660,256580,555000,212500,410320,223150,253120,273280,219330,195380,211670,473290,199000,1105000,281250,305100,206080,687499,485000,609000,341300,716730,402870,300000,337380,295310,479000,231300,569530,1308500,296030,534650,1300000,735000,990000,726000,235170,152860,353000,545000,249670,236000,200000,194170,248610,634190,393590,226320,449530,748340,297230
7-15,490780,765000,287000,265000,270000,550000,206000,420750,225000,177500,274900,229700,193790,212000,490360,215000,1049000,277000,317000,195900,450000,479500,630000,321000,720000,395000,250000,335000,291000,450000,230180,549000,1284440,290000,519000,1300440,707000,965000,750000,233000,169500,350000,543500,250000,224440,202500,185800,274000,622580,382500,229500,452200,774400,294790
8-15,497520,735000,335000,264250,249000,560000,190000,383000,220000,206000,268000,225000,184000,215000,492360,211500,1077500,277500,345000,190000,550000,470000,590000,325000,714380,403000,248000,335000,290000,460000,230530,539000,1225440,291500,507500,1234000,713500,973000,715000,230000,145000,360000,549000,248000,240000,156000,191250,244800,620150,387000,222000,446910,748680,293970
9-15,484670,731000,240500,248000,262000,525000,216500,399000,220000,231250,270000,219900,198000,225000,517750,218480,1050000,236150,340000,205050,550000,480000,617500,339900,705000,390000,267500,329000,290700,466000,229890,525000,1189000,295000,518000,1200000,745000,955000,755000,238450,175000,350000,541500,252000,231000,192500,189540,249000,599710,409000,230000,440870,734330,289690
10-15,475990,711990,255000,265240,243480,509010,246870,378070,214620,206250,258090,210000,183330,211360,509570,207500,1200000,250000,353500,196250,525000,486000,655000,336960,704370,394720,260000,334660,292150,487500,231330,539000,1294120,278210,540480,1188940,636360,951000,743750,236540,186000,344000,529750,259620,252500,190000,190000,252500,604610,378380,219050,441360,733280,293090
11-15,477060,736870,280000,238540,243750,570440,258330,392680,222970,186670,264710,217000,181250,256670,457870,229540,1200000,283330,369000,215000,593750,512500,689400,346000,711030,398460,232140,337200,292100,512500,236220,554440,1323860,292190,536970,1195000,634610,965000,703750,230300,165000,355000,527000,249710,256670,155000,175000,238460,623400,402170,204690,439730,744750,293220
12-15,489310,738790,275000,261670,272060,507180,194000,409800,223370,180000,289580,215000,202000,217650,502750,223330,1100000,233330,360000,208930,1000000,520000,595500,355360,710940,391960,283330,348020,297600,452500,234080,548080,1215620,287250,548440,1194000,555000,920000,703940,235000,140000,350000,549000,249440,241070,186000,196210,236760,601910,361220,226560,446660,728950,300130
1-16,468330,711900,225000,260580,255560,499550,156670,408330,213510,160000,248080,215000,194280,236760,480950,222730,952500,287500,355000,192000,450000,500000,584500,350000,704950,410000,337500,333370,282280,480000,234460,542150,1173610,293840,525000,1077500,712960,895000,694500,229310,197500,355000,550000,244550,217860,190000,193750,211670,638590,360420,207350,432080,703150,291920
2-16,443950,712990,267860,270830,265620,538650,180000,424320,210370,200000,269440,221670,202500,193330,445030,215380,1141400,275000,382500,197780,275000,497980,650000,298150,712560,418130,266670,334440,297980,464500,226870,537580,1437500,292960,527080,1200000,729170,942500,794500,213410,175000,360000,540000,253350,232890,175000,189200,272500,610820,387930,221150,428090,696430,290430
3-16,483280,762570,307890,283870,271870,572620,196670,432140,230880,193330,282290,221540,204810,242310,440460,215000,1187500,225000,379000,189500,625000,490000,650000,361430,721140,407760,231250,355590,309860,495000,237350,573580,1360580,297370,561010,1205000,596770,1065000,790000,218750,153330,372000,560000,262390,230680,193330,197220,239710,620020,374000,232500,446240,761160,309890
4-16,509590,820080,241670,272220,280550,590410,307140,426410,230590,225000,288890,218220,208750,243180,457720,215480,1200000,250000,331000,208330,350000,529900,629975,325000,734650,435800,258330,354020,313360,479000,236850,583490,1408330,307880,552835,1309000,709820,1085000,775500,232090,166670,377000,569000,267420,235420,185000,205740,261540,630100,415280,233820,459110,831180,310830
5-16,519750,828000,277270,275000,290380,595000,190000,437880,231370,176670,270590,226800,216410,244230,467290,214290,1237500,275000,330000,220690,593750,540000,645771,358140,735910,433140,225000,353900,323000,479000,245080,591800,1360000,319190,558750,1392500,689000,1100000,800000,230500,174000,385500,580000,267000,240520,175710,205260,246670,631140,392860,216250,471860,848580,315980
6-16,519410,803000,319000,275000,315000,625000,198750,461550,241000,205000,284000,239700,207000,259000,502190,230380,1218500,264000,350000,213500,687499,537000,619000,352000,754000,430000,270000,360000,329000,511500,245220,560000,1350000,315000,525000,1306250,742000,1050000,800000,243000,215000,390000,608000,276000,251000,235000,210000,245000,674310,399900,250000,477230,841960,319100
7-16,517650,800000,275000,288750,291000,625000,201280,425000,235700,225000,307900,233500,215000,245250,513700,233000,1150000,270000,345000,215000,550000,539750,634380,359000,734000,435000,245000,359900,320000,485000,248210,560000,1362500,308500,549000,1350000,583800,1045000,756500,229450,214000,381000,572500,270000,275000,184000,215000,245000,644010,389000,254500,468450,810510,320440
8-16,526580,775000,257500,264120,310000,570000,174500,425000,239000,230500,290000,220000,209220,234500,517400,245000,1200000,311500,362500,220000,532500,515000,625000,343000,749000,430000,275000,355000,323500,538380,243370,563000,1257500,325000,535000,1250000,775000,975000,824000,248000,204500,410000,585000,272750,267410,202000,204900,266450,652330,410480,249900,473950,777160,317050
9-16,514320,762250,243500,275000,285000,552000,239500,419000,240000,220500,290000,215000,197000,220000,546920,240000,1165000,332500,370000,214000,465000,566500,650000,348700,739000,430240,278500,352250,317500,527500,254330,569000,1218750,322000,574750,1290000,732500,1000000,774500,239000,192000,389500,590000,270000,247500,219000,209900,242500,629420,407000,245000,463330,770150,319350
