key,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,Los Angeles Metropolitan Area,S.F. Bay Area,Inland Empire
7-98,210831,267601,0,123600,0,0,0,0,100135,0,121000,90652,0,97499,200749,0,458181,0,137142,93571,,256034,222727,0,264942,178399,0,134728,126750,0,126415,215598,356521,131636,186969,451428,288564,380781,316667,111891,97499,153606,225000,118811,,0,0,0,241184,0,0,193528,315554,132659
8-98,207780,263517,0,119393,0,0,0,0,101077,0,120588,95862,0,92500,200735,0,422093,0,153333,107500,,254839,143000,0,272197,186829,0,129311,126000,0,119770,220553,341145,134102,192702,425000,281851,373300,319718,114545,190000,146808,224205,116627,,0,0,0,242788,0,0,190875,304949,126842
9-98,202138,257258,0,124545,0,0,0,0,99031,0,113030,88999,0,105555,210536,0,456818,0,0,90556,,256250,228571,0,263871,177221,0,131600,125285,0,117878,209524,339423,133599,197575,427472,266115,366547,319286,113529,85000,149629,221897,118332,,0,0,0,239124,0,0,184156,305275,127495
10-98,194961,261234,0,122069,0,0,0,0,98333,0,125500,89633,0,97499,187040,0,436904,0,137999,96874,,251852,219000,0,258001,177499,0,131164,127340,0,121758,208093,335344,129183,193749,400602,221588,356985,297092,118399,120000,150666,220057,112404,,0,0,0,231290,0,0,182127,301648,127508
11-98,197058,253846,0,120690,0,0,0,0,100462,0,132222,94000,0,109000,181937,0,438571,0,150000,103333,,275000,214285,0,258526,177930,0,131690,116135,0,115767,206407,355101,127560,191818,410000,260347,354498,302041,110000,106666,156551,225231,117115,,0,0,0,231530,0,0,184833,301193,123424
12-98,198121,253846,0,121500,0,0,0,0,102208,0,119309,87567,0,98333,192491,0,417442,0,138749,98333,,234459,218181,0,266550,180606,0,121000,135137,0,116590,212237,349561,127291,182963,417895,222319,369969,297595,116409,75000,146785,222876,114039,,0,0,0,231601,0,0,178723,308413,120424
1-99,202201,248195,0,110499,0,0,0,0,92045,0,124375,99285,0,98999,185547,0,445000,0,144286,94285,,304500,218750,0,255424,189200,0,127189,120000,259375,112138,219323,344303,124600,190000,425000,304336,350000,304000,107333,110000,146400,224350,115226,,0,0,0,241192,0,0,177802,307986,118593
2-99,197870,245121,0,125555,0,0,0,0,97199,0,117999,88275,0,95000,184903,0,469999,0,181000,90000,,235000,212500,0,260759,183448,0,123456,125298,232499,115112,208298,340833,131458,202703,450000,219435,353000,338500,103600,120000,150363,232187,98213,,0,0,0,243616,0,0,186702,307462,122472
3-99,212330,272404,0,124074,0,0,0,0,96590,0,126666,86612,0,107777,181409,0,467441,0,137499,100000,,261000,233823,0,273730,199332,0,132576,129393,261666,115726,221069,372825,137845,196562,453750,300255,383750,330000,118332,100000,150405,235747,118332,,0,0,0,249218,0,0,191648,336142,126775
4-99,216490,290334,0,126428,0,0,0,0,105714,0,108000,88054,0,108333,189528,0,526562,0,143333,97916,,270000,246153,0,270013,185000,0,135943,131576,252500,114557,224781,382473,141400,218032,476500,305044,394875,342000,114499,130000,161250,244642,118979,,0,0,0,255597,0,0,197715,345251,128194
5-99,220410,301751,0,121111,0,0,0,0,104117,0,118620,89890,0,96153,184558,0,553571,0,148000,104074,,267500,235714,0,275251,185384,0,132275,131370,244827,122623,229222,387999,127907,206481,490000,250588,395000,349000,111052,106666,159058,249144,119056,,0,0,0,260952,0,0,198501,352499,130303
6-99,224678,313474,0,128750,0,0,0,0,105714,0,124210,93166,0,107777,204441,0,532738,0,131249,107857,,269750,251316,0,282648,201351,0,138817,132135,282812,119325,237415,431579,131500,227727,510000,273775,410000,362500,119309,126666,165692,260126,119108,,0,0,0,241453,0,0,201302,367106,131912
7-99,220529,313182,0,125238,0,0,0,0,100642,0,130333,93103,0,110999,206165,0,544753,0,157499,111666,,329000,300000,0,279442,200633,0,148392,131367,268333,120713,233595,410145,137187,210887,500000,273552,409000,353000,113589,106250,160893,256183,121770,,0,0,0,268309,0,0,198279,363406,135548
8-99,224195,313481,0,120645,0,0,0,0,99238,0,121304,89761,0,117058,205611,0,545454,0,162000,99444,,288000,248484,0,283227,193999,0,144128,133231,253125,118066,243508,398112,137423,228409,479900,227250,415000,366950,113958,127143,161286,259091,123936,,0,0,0,275403,0,0,198463,359377,133752
9-99,218713,285163,0,123809,0,0,0,0,99545,0,131363,88499,0,112499,220873,0,491509,0,137999,101818,,314500,269230,0,280882,193408,0,146455,135975,270312,120003,238531,396874,132571,217553,460000,337510,411500,376000,114117,108750,160937,260277,122564,,0,0,0,258125,0,0,195942,352872,136536
10-99,215822,312879,0,133870,0,0,0,0,97142,0,120500,81500,0,110666,191884,0,544520,0,150000,112499,,337000,260000,0,276406,197036,0,142368,131481,277380,115788,234933,387984,139031,235555,479000,296927,395000,346625,117777,106666,163461,255000,117864,,0,0,0,264695,0,0,191549,358007,129691
11-99,218537,302842,0,127333,0,0,0,0,100000,0,131999,87618,0,113333,188348,0,531780,0,162500,102727,,320000,281818,0,284027,201812,0,146715,134438,274000,115724,236538,426530,144286,219318,463500,347129,416450,350000,112941,100000,167818,265882,125312,,0,0,0,253883,0,0,195467,354236,132033
12-99,225264,292804,0,126071,0,0,0,0,100735,0,124762,81818,0,112307,197781,0,571428,0,142857,112499,,278000,289999,0,284860,209615,0,136326,132652,270454,113923,238765,434091,137842,217307,488000,341301,425000,375000,110322,100000,162453,262353,122463,,0,0,0,266193,0,0,189286,357885,126940
1-00,226870,323795,0,120000,0,0,0,0,105000,0,112380,94565,0,95000,200055,0,595588,0,152499,98888,,320000,270833,0,290674,197726,0,147298,132317,335714,117881,251212,420213,139729,232499,534500,395215,435000,370000,112307,105000,167561,270652,116140,,0,0,0,273958,0,0,196183,377046,132471
2-00,227155,327747,0,113076,0,0,0,0,91875,0,127200,83125,0,136666,194814,0,645220,0,142000,106250,,355000,270000,0,297649,199285,0,152577,129354,300000,109000,245914,458999,147179,239285,533000,373959,463250,415000,116451,133333,171333,279591,121000,,0,0,0,270723,0,0,203045,388192,133577
3-00,233138,348034,0,129655,0,0,0,0,95945,0,124643,93600,0,117691,190354,0,644480,0,167000,104166,,363750,297058,0,302710,215948,0,146922,135284,294696,113346,256985,482786,147058,246078,624444,348122,522000,437000,116249,100000,184418,284473,122250,,0,0,0,287029,0,0,208920,422563,132416
4-00,237057,371064,0,124400,0,0,0,0,101143,0,123000,88928,0,118888,197372,0,634656,0,182000,98999,,375000,284374,0,317235,228076,0,144394,138234,315384,117488,260625,538732,156326,257143,650000,307144,555444,425000,117142,108571,180545,292696,124800,,0,0,0,304819,0,0,214817,445103,133344
5-00,240467,369383,0,130666,0,0,0,0,103780,0,129200,76533,0,117691,184576,0,675403,0,152499,96666,,340000,317742,0,324188,224450,0,158249,142407,359999,115626,276651,549157,151922,240178,650000,333900,528000,462500,113055,91250,191128,318981,129638,,0,0,0,288775,0,0,212703,444900,138992
6-00,243102,391288,0,133333,0,0,0,0,105625,0,121429,88461,0,121053,218166,0,638297,0,173999,107500,,330000,297221,0,323648,219932,0,154360,145424,348571,118078,271920,576823,157803,249657,575000,329346,540000,420000,123437,110000,195151,338194,133129,,0,0,0,322514,0,0,222598,450785,139776
7-00,242097,372433,0,140952,0,0,0,0,98584,0,133571,93414,0,125000,224681,0,647727,0,171666,113076,,350000,298332,0,318267,219256,0,155636,149116,336111,117821,271755,489024,163000,252326,595000,261261,545000,475500,118332,98333,196490,318333,134361,,0,0,0,297540,0,0,217131,442082,138741
8-00,254686,359120,0,138332,0,0,0,0,111133,0,136428,92894,0,128181,233351,0,632978,0,165714,113999,,309000,295832,0,324695,227222,0,162584,149339,373809,121522,276982,523196,158607,269607,602000,333442,520000,454500,125714,96666,203306,328214,140602,,0,0,0,297395,0,0,223885,440087,142147
9-00,246533,361250,0,136538,0,0,0,0,108169,0,132916,94242,0,140000,245860,0,626811,0,177499,110833,,324000,334091,0,326737,223275,0,163774,149967,345000,124741,268363,479729,171922,279787,586000,252066,500000,466500,116730,116666,202083,344444,137078,,0,0,0,297088,0,0,219173,431832,145214
10-00,251217,393343,0,148181,0,0,0,0,118643,0,136451,93571,0,123571,216145,0,638157,0,185000,125263,,382000,314815,0,321810,231849,0,162780,149878,379166,127600,279058,513095,168792,279166,620000,249286,526950,457000,124375,111999,208863,334252,138782,,0,0,0,303395,0,0,216527,447459,145135
11-00,250662,406364,0,136249,0,0,0,0,104531,0,139166,88139,0,131052,213119,0,660156,0,147500,110000,,340000,322916,0,316773,237856,0,170758,152972,355555,121206,280492,558219,184047,265555,585000,420561,548250,450000,123636,148000,208219,347345,141549,,0,0,0,293370,0,0,219776,464236,145253
12-00,248354,410952,0,148095,0,0,0,0,106202,0,133636,90694,0,134999,221340,0,658653,0,167500,121667,,366500,300000,0,322046,235833,0,162607,149827,365714,118965,278906,551948,172727,268382,625000,298639,535000,477000,121429,120000,208854,335416,146718,,0,0,0,298450,0,0,214422,452396,141017
1-01,244112,391303,0,142222,188571,0,0,0,101200,0,137332,85952,0,114444,213796,0,662878,0,180000,123750,,352000,335294,229166,326470,241802,0,155660,152052,365517,113863,282176,564453,185135,280624,649950,379052,574000,467880,122286,92500,211956,339473,140968,,0,0,0,289285,0,0,214431,453991,134286
2-01,241693,400962,0,142308,197499,0,0,0,102909,0,139090,96499,0,137142,213684,0,668749,0,154999,131999,,358950,301923,220238,328904,241666,0,161846,163600,377499,118118,285922,573529,187575,294374,671000,360603,552000,480000,122500,110000,223287,375268,149677,,0,0,0,289499,0,0,221303,466938,141639
3-01,257548,421542,0,149166,176666,0,0,0,112257,0,134499,95238,0,132499,216504,0,662499,0,175999,122143,,335000,315000,238888,346730,255385,0,164951,166875,361764,127226,285534,581395,189354,286922,612500,357943,565000,499000,132618,92500,229279,361654,155692,,0,0,0,299050,0,0,230831,473912,145362
4-01,255310,426373,0,141579,183333,0,0,0,117499,0,142857,101875,0,140000,213628,0,726851,0,197499,127143,,340000,326000,262500,348414,263021,0,171052,172235,367391,127434,300938,593160,197948,278378,595000,384062,525500,530000,131333,98333,240089,347014,154999,,0,0,0,300641,0,0,229638,463207,152498
5-01,255857,394444,0,149600,187500,0,0,0,116978,0,135277,99305,0,147692,212274,0,671874,0,205000,121429,,352500,355263,242423,355043,243181,0,179847,172235,379411,130446,293312,557243,186666,275000,589000,300761,532000,505000,134893,140000,235688,361458,160000,,0,0,0,317677,0,0,234765,461369,158169
6-01,267412,405389,0,153636,188000,0,0,0,117640,0,140455,99599,0,138666,244664,0,685810,0,252273,142000,,340000,329032,266176,355252,257422,0,184446,179270,355263,133956,301185,555435,196481,299527,584500,346395,547500,473500,131399,130000,240584,362654,165294,,0,0,0,323770,0,0,243526,473139,162103
7-01,267517,404872,0,154374,252500,0,0,0,126753,0,151333,102763,0,135833,252020,0,687499,0,233333,131428,,375000,304762,256250,359110,243975,0,178279,177017,365384,134593,308696,556930,188571,298437,591000,441566,525000,522500,135454,125000,244160,366399,167470,,0,0,0,338554,0,0,243693,468331,159341
8-01,282421,408836,0,153103,185000,0,0,0,122716,0,142083,110515,0,151666,254947,0,682064,0,213889,139230,,350000,342647,263970,367695,270833,0,181035,177911,350000,132461,313389,536765,199244,284821,575000,417599,510000,472500,132407,125555,245129,351874,163708,,0,0,0,343049,0,0,245718,462573,160652
9-01,275624,385210,0,158635,175999,0,0,0,129866,0,145714,101884,0,134999,276206,0,672101,0,182500,132941,,380000,384090,262838,356230,260185,0,195097,174398,388094,131104,314646,519578,190399,302419,571000,302479,500000,470000,135151,100000,244564,356164,169833,,0,0,0,343662,0,0,249427,449405,166653
10-01,263020,388753,0,149375,196666,0,0,0,124627,0,145714,105901,0,138888,244995,0,639344,0,227083,138823,,345000,325000,239422,356688,255208,0,178825,175513,369999,133785,294246,515060,194249,295832,582000,317978,480000,475000,134827,132307,237194,356818,170123,,0,0,0,329444,0,0,237773,441176,157461
11-01,270210,389887,0,154799,188571,0,0,0,130689,0,154545,101786,0,147777,239008,0,648333,0,170000,149375,,350000,371428,257895,356335,262222,0,187220,177342,358695,138922,298057,550324,200806,309574,569500,310680,498800,490000,136571,130000,233514,355468,164545,,0,0,0,341562,0,0,243376,452263,162736
12-01,281332,394957,0,152631,188000,0,0,0,128630,0,141875,105438,0,132999,255191,0,665254,0,197999,117856,,350000,337931,255882,360836,259914,0,183627,178283,342105,137889,311835,536765,200943,305814,574950,336700,495000,470000,140500,123333,243181,349248,165652,,0,0,0,317836,0,0,244761,452474,162244
1-02,287076,390576,0,158332,203571,0,0,0,128888,0,157142,107391,0,146000,258972,0,643616,0,200000,137499,,365000,343750,264285,362007,258750,0,179024,179385,355555,136576,304155,487499,198787,327000,570000,366906,493500,475000,142500,133333,239822,353461,168181,,0,95000,0,329341,0,0,250362,449052,156654
2-02,294865,405181,0,163684,193333,0,0,0,134038,0,148000,103962,0,148750,251811,0,625000,0,208333,146923,,400000,335714,269444,369821,271875,0,184715,182840,356666,131963,326731,503623,207792,300000,575000,430265,520000,484050,138181,133333,241666,365957,174848,,0,98333,0,337368,0,0,265587,464169,163256
3-02,305838,403448,0,174090,192857,0,0,0,131818,0,147368,112711,0,144286,253609,0,704545,0,232142,143750,,366000,351020,257143,379278,266791,0,192422,187196,368333,134868,338414,593160,206308,327206,612500,417020,535000,497000,143571,122500,250926,367942,177113,,0,108500,0,336345,0,0,271657,485311,166280
4-02,317121,455749,0,165789,197999,0,0,0,127272,0,155555,106913,0,160000,260195,0,754167,0,207143,144000,,358550,365999,273214,392999,267187,0,196304,195953,362499,137939,345537,579724,211250,320225,641000,532909,550000,491000,160968,110000,260271,376157,177529,,0,110000,0,355075,0,0,279519,499835,164779
5-02,319591,447773,0,171904,194285,0,0,0,134444,0,161538,115256,0,157777,251712,0,730931,0,262500,153076,,367500,389188,277083,409177,287375,0,200086,206486,384999,141828,370312,635551,225173,334810,645000,352356,578750,532000,151999,123333,267835,379019,182551,,0,116666,0,364040,0,0,279797,509243,175097
6-02,324638,471222,0,176363,219117,0,0,0,148947,0,174615,116295,0,193999,286326,0,722876,0,198888,157856,,400000,424193,289843,428608,292592,0,208197,216613,372618,144109,368654,620967,232024,348701,629000,409165,575000,520000,156764,135714,273046,389062,189876,,0,115714,0,361697,0,0,286487,525163,181932
7-02,321903,464999,0,185789,228124,0,0,0,145671,0,177499,117030,0,166154,291245,0,744844,0,217500,157058,,366500,386956,293420,430239,289150,0,211339,214482,369767,148945,376251,614436,227007,335937,635000,420046,560000,535000,147857,134999,276050,389582,191910,,0,119374,0,395708,0,0,285087,505598,182453
8-02,334273,460958,0,187777,235714,0,0,0,150166,0,170000,127143,0,163077,304918,0,730669,0,252778,154117,,395000,388775,287142,432768,307727,0,211282,221107,369117,145980,378834,594890,232993,364285,655000,448660,540000,539500,151860,152857,277321,392561,193764,,0,123421,0,388693,0,0,287503,497041,181285
9-02,322452,459832,0,185714,229999,0,0,0,151384,0,180870,125082,0,193749,325418,0,728895,0,252273,171111,,398000,393902,301724,428988,292582,0,213328,225553,385713,154986,383075,597098,235083,369642,637500,350649,550000,532000,160400,142857,287930,386538,196351,,0,114499,0,393442,0,0,288543,496432,188057
10-02,324672,452391,0,182105,239062,0,0,0,158627,0,181111,128026,0,170624,294631,0,730654,0,240624,170000,,382500,395237,289814,429023,294185,0,212534,223006,377940,154136,378293,610294,234601,348684,600000,459291,535000,520000,170249,135999,288533,381531,195463,,0,118571,0,391122,0,0,290184,497133,184004
11-02,328440,450990,0,192666,233333,0,0,0,156229,0,183077,131666,0,182000,288319,0,743242,0,260416,177999,,375000,398717,328571,427126,308163,0,225378,225000,378124,157278,378036,616228,229094,358552,615000,378370,530000,510000,169600,131666,284878,381614,198461,,0,116128,0,387349,0,0,292584,490500,188904
12-02,338836,453079,0,200000,233928,0,0,0,150526,0,182273,130517,0,186154,307489,0,668631,0,246874,167857,,365000,401923,343181,428313,297618,0,218657,226899,397499,153868,381440,588235,233147,363559,597000,372587,532750,518250,165769,131666,287294,382376,202419,,0,112580,0,400407,0,0,293910,489502,185623
1-03,336212,441025,0,186923,226923,0,0,0,158541,0,183571,126379,0,172857,302861,0,679824,185000,246874,186666,,409000,462499,330000,442753,296773,0,214921,227403,393749,160694,385848,596649,232568,371874,597500,403850,510000,512000,171481,153333,279064,394656,202381,,0,118845,229166,403043,0,0,297528,481997,185249
2-03,326645,439080,0,189090,227272,0,0,0,158166,0,181538,129555,0,157999,291928,0,704860,140000,309091,178888,,369900,410714,279999,447885,289178,0,225289,228820,379031,154696,385167,613013,231122,364583,620750,455671,535000,525000,176538,150000,291413,392085,203571,,0,118799,214583,397058,0,0,306346,485225,188548
3-03,351130,471632,0,216428,250000,0,0,0,166301,0,189583,137212,0,184444,290523,0,716953,183333,272222,175333,,396500,440384,306667,448596,299241,0,236698,233451,371738,159385,394491,613189,232542,367762,631000,489304,544500,522500,180278,170000,297767,394750,200221,,0,124687,219444,412000,0,0,318575,510135,197925
4-03,364040,471715,0,209259,253125,0,0,0,169545,0,194374,133787,0,207692,305047,0,739077,165000,270833,186470,,425000,482608,295312,464216,301304,0,241805,236293,381578,164671,394986,633870,245696,394680,634000,570517,540000,541000,186250,161667,294424,409052,216025,,0,132187,210714,489682,0,0,333771,532729,203448
5-03,367630,471005,0,225581,239285,0,0,0,170307,0,211184,137428,0,202273,300669,0,703512,187500,271428,193333,,415000,437037,321875,469925,315546,0,247092,241465,378378,167035,408483,637907,242104,384482,650000,453030,540000,535000,195789,145000,312258,423809,217755,,0,126774,227380,457142,0,0,334737,529456,209667
6-03,374530,488474,0,211363,252273,0,0,0,178856,0,198181,146557,0,190909,340955,0,747158,194999,275000,190769,,417000,453703,317647,482421,350961,0,258848,251913,412000,173743,419316,632867,249177,393451,680000,452795,562000,550000,198332,167143,299846,440728,220077,,0,137142,237499,455418,0,0,341512,552430,219953
7-03,381940,486363,0,233749,259375,0,0,0,181379,0,217361,148867,0,215000,364344,0,772059,180000,267500,190869,,445000,457692,320833,496519,334589,0,258106,247410,397058,176683,430473,647222,258654,396534,663000,544654,549000,540000,209091,174999,315714,436690,227060,,0,142500,225000,458597,0,0,351942,544325,224070
8-03,406140,483883,0,221078,263333,0,0,0,184383,0,212162,158447,0,227173,377989,0,741141,190000,261111,200714,,470000,486206,304167,527881,348351,0,268839,255152,393242,185513,444227,642857,262963,402778,645000,529607,560000,549900,204878,182000,325926,436410,230440,,0,144375,254000,480407,0,0,361789,550974,231828
9-03,384690,483461,0,230920,270833,0,0,0,176476,0,226315,148192,0,234782,406301,0,747663,237499,331818,190714,,460000,488234,337500,523794,346010,0,265837,256165,388749,183762,433818,629629,253767,387894,659000,446281,550000,545000,206451,145000,328385,438636,228358,,0,133076,237878,494470,0,0,354157,546231,227139
10-03,379120,478347,0,239903,256818,0,0,0,177653,0,227419,145517,0,226851,359477,0,732797,182500,289583,210294,,450000,474999,298863,529128,346428,0,269961,257440,418000,185421,449345,652127,261646,401724,645000,422875,559000,545000,204605,168000,329577,431286,226365,,0,145294,235810,470512,0,0,351027,545371,231086
11-03,384470,485191,0,235714,280555,0,0,0,192916,0,214655,154285,0,226470,352761,0,750000,214285,306250,195555,,457000,483928,322000,533837,353543,0,271739,260013,436363,185924,454625,648611,264612,403191,665000,404157,556000,530500,198845,171666,334892,449159,226256,,0,131034,251923,474999,0,0,353175,556979,231395
12-03,401720,491495,0,221969,323529,0,0,0,198823,0,214062,150153,0,218750,378200,0,810484,208333,268750,201923,,465000,458064,327941,546527,349382,0,277239,267320,433333,188974,466030,671052,260517,433333,675900,395299,565000,549000,207979,208333,330625,456578,238446,,0,143333,247916,488695,0,0,356069,564310,237287
1-04,404460,489603,0,238970,287499,0,0,0,179482,0,196363,141625,0,222222,381935,0,741802,237499,307692,197856,,485000,457142,310000,580922,366128,0,289300,262213,413333,191443,468450,648674,259408,420370,675000,497221,555000,585000,222916,160000,338181,454799,237499,,0,157407,260714,495988,0,0,369376,552699,241752
2-04,391550,530746,0,235483,296428,0,0,0,207339,0,232291,160000,0,220454,371042,0,765625,256250,300000,187500,,470000,469444,313889,594234,352912,0,294726,277821,438000,195793,479545,671195,268243,447058,690000,506757,565000,567000,211274,182500,341481,455462,233453,,0,138799,244117,528646,0,0,375416,577193,250231
3-04,428060,528871,248213,237244,287499,0,0,0,211232,0,234558,164925,0,223000,371789,0,828629,237499,300000,201429,,500000,492707,334375,623176,387058,0,320268,286999,472580,207388,494025,700330,277812,411017,725000,528226,620000,604250,214130,165000,355235,474999,237672,,0,146944,255435,552125,0,0,393028,601622,269891
4-04,452680,558392,248809,244999,296874,0,0,0,213928,0,240999,183000,0,262500,391502,0,862500,262500,311765,204808,,550000,533784,373469,660914,396052,0,337889,296331,484146,223089,527315,707010,280536,429661,745000,564732,615500,620000,225416,165000,363348,493406,240730,,0,159188,260416,613362,0,0,415865,622219,291546
5-04,463320,591700,284374,269230,291666,0,0,0,225812,0,237499,175000,0,263889,391691,0,887867,275000,311111,221875,,565500,557065,367021,681597,407391,0,355008,306230,477585,229532,565028,704662,286580,434868,765000,689393,630500,629250,229999,190000,378347,489901,243181,,0,164062,286841,614853,0,0,436387,634295,296693
6-04,468050,589285,262500,266827,317500,0,0,0,234687,0,267948,193000,0,269827,446725,0,902912,243749,356818,230241,,577000,566666,364925,671215,415671,0,360410,320803,500000,241507,580673,745901,296999,472092,799000,665322,639900,599000,242307,222222,378490,509239,255943,,0,174721,268421,625000,0,0,444576,642459,309962
7-04,461760,595273,281521,251744,312500,0,0,0,241145,0,266250,192000,0,254630,460110,0,879120,300000,332143,228977,,564750,541667,368115,661942,430195,0,355184,322289,497367,258002,582492,720121,310954,461445,770000,507576,637750,635000,239156,195714,386770,513889,258119,,0,164827,291176,626506,0,0,433694,637812,312002
8-04,473520,586409,279166,273913,333333,0,0,0,248871,0,264772,200000,0,270833,457166,0,899350,234999,350000,246568,,555000,562500,390565,652906,416887,0,353747,328407,557432,259229,579044,733107,319436,469402,772500,598214,623000,645500,236029,193333,391110,518365,271578,,0,179374,271875,626726,0,0,427692,633234,305025
9-04,463630,590576,278846,273611,379166,0,0,0,251938,0,275757,208750,0,297916,495561,0,875000,300000,361904,243749,,575000,518229,388541,647908,429109,0,359848,335276,524193,256502,573077,695833,326389,494852,749500,750000,629000,645000,248238,200000,400376,523750,270445,,0,186250,289705,613200,0,0,428991,630555,301606
10-04,459530,604464,289999,273125,352941,0,0,0,250475,0,271153,210000,0,260869,445781,0,850329,268750,378571,263372,,578950,577830,374545,631213,423529,0,351315,337783,531250,256039,566744,731756,335139,492372,760000,648648,634000,650000,251364,237499,405118,524884,279282,,0,191290,289705,584947,0,0,428314,637546,305619
11-04,471980,599397,290908,279999,365384,0,0,0,244999,0,271739,206000,0,280882,436452,0,923386,287499,392856,261290,,597000,602500,367856,636389,436904,0,355857,345940,561111,265128,564827,732142,332608,500000,779000,696428,642000,630000,246186,200000,406154,537915,283098,,0,0,310294,595912,0,0,434624,647707,311045
12-04,474270,604392,327778,276744,343750,0,0,0,248537,0,275806,213750,0,301724,459461,0,894927,325000,345000,262879,,589975,606854,392307,635446,435227,0,364932,347828,589285,261724,577041,745659,342026,486110,788888,594512,660000,649000,249602,215000,397467,566250,284007,,0,197307,294999,612460,0,0,435410,648550,318143
1-05,484580,584360,328571,273148,318750,0,0,0,260345,0,281730,225735,0,238888,469028,0,949073,279999,369999,261029,833333,620000,582386,410714,643196,447159,0,366979,346229,610576,276170,580215,765625,343005,521825,783500,695833,659750,720000,260000,290624,410417,558493,293826,,0,213587,315789,638130,0,0,456345,630640,329420
2-05,470920,619320,340000,277884,366666,0,0,0,258027,0,287499,227552,0,260000,450086,0,958333,316667,359999,278124,937499,637500,641304,405172,669986,451704,0,373921,351905,625000,281273,580858,850000,348820,524621,827500,671874,700900,733500,261875,218750,420874,591783,296683,,0,0,325000,632322,0,0,460694,650140,332436
3-05,496890,649200,342000,297825,384374,0,0,0,270616,0,292856,243386,0,268750,443496,0,1002232,337500,374999,283333,666666,610000,634999,409615,682390,473397,0,382634,357356,637755,285052,588798,883823,368282,516827,890000,646874,730000,724065,265625,225000,427852,604395,312382,,0,213207,323333,629134,0,0,468070,675970,342688
4-05,510400,659260,338889,317000,379999,0,0,0,270652,0,297825,260141,0,288636,451503,0,972058,300000,374999,283999,656249,626000,639705,419643,697797,479084,0,389406,369765,655555,301799,593601,891509,373174,547794,921000,625000,750000,715000,272368,247499,442944,619869,320031,,0,217307,340384,649211,0,0,478191,697900,354160
5-05,522530,665320,335000,317045,400000,0,0,0,294096,0,316038,258359,0,297825,447789,0,970929,340000,393749,294736,687499,635000,641790,460344,712647,470293,0,396899,379792,671195,301034,608301,927499,380817,549418,880500,726851,735500,750000,276388,228124,465853,630852,328757,,0,233620,340740,667131,0,0,490642,694910,358580
6-05,542330,681540,383333,324528,405882,0,0,0,298635,0,344642,281777,0,314706,515669,0,1040816,320000,389473,326811,729166,679000,668478,489062,718651,489130,0,413143,381993,620000,318874,614125,903153,388121,587171,895000,729166,750500,785000,293999,250000,474752,645944,340642,,0,256154,328571,685759,0,0,510167,710410,370642
7-05,539840,678650,373809,327884,434615,0,0,0,295025,0,330769,286589,0,320652,541717,0,1006410,364285,411111,325842,1000000,695000,695422,441666,723003,483765,0,408902,387812,625000,327820,616053,894230,406496,573529,878000,685810,749000,760000,301852,268750,473999,644292,348875,,0,253214,338750,684035,0,0,508777,701680,373775
8-05,567320,676080,357812,340000,393749,0,0,0,307522,0,323333,293323,0,325000,561791,0,994047,312500,378124,334810,791667,689555,669752,463235,732765,527995,0,407614,394450,605000,329616,616870,866304,407292,578947,885000,796875,753000,780000,299350,258333,479556,648026,352013,,0,0,396511,688146,0,0,515164,702450,373149
9-05,543510,666730,354761,336538,406667,0,0,0,302133,0,317073,293535,0,331666,608623,0,943313,340000,393749,335443,400000,679000,695454,467441,722383,500735,0,414224,383921,590000,334094,612029,828883,415636,617126,862500,642857,730000,749975,305851,287499,474882,641288,370103,,0,261017,359999,682362,0,0,512202,685880,377998
10-05,537930,665100,367856,348529,430000,0,0,0,304293,0,336486,284000,0,293749,532586,0,958333,350000,405556,344615,1062500,675000,652272,500000,724306,495630,0,405780,383284,610000,338114,601851,891581,403378,619949,860000,645348,739500,767000,288432,277499,479320,637881,368941,,0,259920,352380,677777,0,0,504047,693880,373762
11-05,547870,671490,372222,329411,459999,0,0,0,304348,0,332894,293484,0,330434,524509,0,941531,281249,409091,328448,825000,680000,651442,452631,712873,494381,0,419174,379928,648500,336873,616840,837378,410904,601351,850000,689393,740000,789500,291538,214285,483177,627349,369824,,0,258333,358571,677112,0,0,506794,696670,378853
12-05,547400,663480,329545,325714,476922,0,0,0,290867,0,345454,291349,0,342857,534443,0,978722,275000,383333,318750,875000,690000,662499,479411,719619,488461,0,411329,379012,650000,334700,603679,855855,421357,534722,824000,741935,730000,743500,302830,266666,480081,620752,367715,,0,269711,354999,675675,0,0,490035,685030,374007
1-06,549460,645600,361538,297618,489999,614020,0,0,287902,233333,334848,277591,231521,322222,556046,0,932926,325000,408333,335000,750000,699000,699218,456249,723740,466847,0,413165,372901,640000,338555,605603,872596,399253,595833,849000,778571,740000,741000,313953,240624,478408,650326,363227,,0,264706,376470,682247,0,0,508781,684590,376079
