Mon-Yr,Jan-90,Feb-90,Mar-90,Apr-90,May-90,Jun-90,Jul-90,Aug-90,Sep-90,Oct-90,Nov-90,Dec-90,Jan-91,Feb-91,Mar-91,Apr-91,May-91,Jun-91,Jul-91,Aug-91,Sep-91,Oct-91,Nov-91,Dec-91,Jan-92,Feb-92,Mar-92,Apr-92,May-92,Jun-92,Jul-92,Aug-92,Sep-92,Oct-92,Nov-92,Dec-92,Jan-93,Feb-93,Mar-93,Apr-93,May-93,Jun-93,Jul-93,Aug-93,Sep-93,Oct-93,Nov-93,Dec-93,Jan-94,Feb-94,Mar-94,Apr-94,May-94,Jun-94,Jul-94,Aug-94,Sep-94,Oct-94,Nov-94,Dec-94,Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16
CA,"$194,952.00","$196,273.00","$194,856.00","$196,111.00","$195,281.00","$194,410.00","$193,088.00","$192,180.00","$189,979.00","$187,630.00","$192,020.00","$190,375.00","$192,054.00","$194,806.00","$202,666.00","$207,718.00","$211,001.00","$206,722.00","$206,069.00","$200,340.00","$197,801.00","$196,021.00","$194,192.00","$199,452.00","$196,410.00","$198,220.00","$200,500.00","$198,700.00","$203,420.00","$199,460.00","$199,150.00","$194,670.00","$195,840.00","$194,000.00","$189,670.00","$193,330.00","$191,670.00","$187,440.00","$189,130.00","$192,600.00","$188,850.00","$188,650.00","$190,540.00","$189,010.00","$186,740.00","$185,920.00","$184,700.00","$184,980.00","$183,046.00","$182,258.00","$185,472.00","$186,968.00","$185,500.00","$189,680.00","$188,081.00","$185,790.00","$185,158.00","$181,862.00","$180,907.00","$177,421.00","$177,200.00","$172,974.00","$175,274.00","$176,768.00","$176,448.00","$180,649.00","$180,253.00","$182,467.00","$180,529.00","$175,861.00","$176,203.00","$175,372.00","$174,859.00","$170,860.00","$175,975.00","$178,536.00","$179,095.00","$181,191.00","$182,416.00","$180,825.00","$179,740.00","$174,454.00","$175,495.00","$171,940.00","$175,625.00","$167,790.00","$177,735.00","$181,218.00","$185,010.00","$188,801.00","$190,625.00","$191,856.00","$191,600.00","$189,283.00","$190,763.00","$186,555.00","$188,094.00","$183,898.00","$193,909.00","$198,252.00","$202,956.00","$209,003.00","$210,831.00","$207,780.00","$202,138.00","$194,961.00","$197,058.00","$198,121.00","$202,201.00","$197,870.00","$212,330.00","$216,490.00","$220,410.00","$224,678.00","$220,529.00","$224,195.00","$218,713.00","$215,822.00","$218,537.00","$225,264.00","$226,870.00","$227,155.00","$233,138.00","$237,057.00","$240,467.00","$243,102.00","$242,097.00","$254,686.00","$246,533.00","$251,217.00","$250,662.00","$248,354.00","$244,112.00","$241,693.00","$257,548.00","$255,310.00","$255,857.00","$267,412.00","$267,517.00","$282,421.00","$275,624.00","$263,020.00","$270,210.00","$281,332.00","$287,076.00","$294,865.00","$305,838.00","$317,121.00","$319,591.00","$324,638.00","$321,903.00","$334,273.00","$322,452.00","$324,672.00","$328,440.00","$338,836.00","$336,212.00","$326,645.00","$351,130.00","$364,040.00","$367,630.00","$374,530.00","$381,940.00","$406,140.00","$384,690.00","$379,120.00","$384,470.00","$401,720.00","$404,460.00","$391,550.00","$428,060.00","$452,680.00","$463,320.00","$468,050.00","$461,760.00","$473,520.00","$463,630.00","$459,530.00","$471,980.00","$474,270.00","$484,580.00","$470,920.00","$496,890.00","$510,400.00","$522,530.00","$542,330.00","$539,840.00","$567,320.00","$543,510.00","$537,930.00","$547,870.00","$547,400.00","$549,460.00","$534,400.00","$562,130.00","$562,820.00","$563,860.00","$575,850.00","$567,860.00","$577,300.00","$557,150.00","$552,020.00","$555,280.00","$569,560.00","$551,220.00","$554,280.00","$582,930.00","$594,110.00","$594,530.00","$591,280.00","$587,560.00","$588,670.00","$535,760.00","$501,730.00","$490,511.00","$480,820.00","$427,200.00","$418,260.00","$414,520.00","$404,590.00","$386,620.00","$373,100.00","$355,000.00","$352,730.00","$319,310.00","$307,210.00","$287,880.00","$283,060.00","$249,960.00","$245,230.00","$249,790.00","$253,110.00","$263,440.00","$274,640.00","$285,310.00","$293,400.00","$296,610.00","$297,500.00","$304,550.00","$306,860.00","$284,600.00","$278,190.00","$300,900.00","$307,000.00","$327,460.00","$313,890.00","$318,550.00","$320,860.00","$309,720.00","$305,150.00","$296,480.00","$304,770.00","$279,220.00","$271,370.00","$286,550.00","$294,140.00","$292,850.00","$296,410.00","$297,660.00","$297,060.00","$288,700.00","$277,450.00","$279,910.00","$288,950.00","$271,490.00","$268,810.00","$295,630.00","$312,500.00","$316,460.00","$320,990.00","$334,220.00","$343,800.00","$344,760.00","$340,910.00","$345,560.00","$365,840.00","$336,650.00","$333,180.00","$379,000.00","$402,830.00","$417,350.00","$428,700.00","$433,910.00","$441,010.00","$428,290.00","$427,540.00","$423,090.00","$438,790.00","$412,820.00","$406,460.00","$437,100.00","$448,720.00","$465,470.00","$457,700.00","$464,750.00","$481,250.00","$462,380.00","$450,460.00","$444,630.00","$453,270.00","$428,980.00","$429,930.00","$464,640.00","$484,370.00","$489,190.00","$492,250.00","$490,780.00","$497,520.00","$484,670.00","$475,990.00","$477,060.00","$489,310.00","$468,330.00","$443,950.00","$483,280.00","$509,590.00","$519,750.00","$519,410.00","$517,650.00","$526,580.00","$514,320.00"
Alameda,"$226,149.00","$219,306.00","$225,162.00","$229,333.00","$232,291.00","$231,250.00","$232,916.00","$228,467.00","$225,000.00","$221,093.00","$226,126.00","$218,161.00","$216,532.00","$222,896.00","$221,768.00","$233,192.00","$239,885.00","$229,129.00","$234,042.00","$231,551.00","$224,811.00","$221,656.00","$221,098.00","$228,195.00","$212,500.00","$213,194.00","$222,837.00","$226,946.00","$221,220.00","$229,885.00","$222,153.00","$223,511.00","$219,496.00","$214,925.00","$217,514.00","$222,321.00","$209,583.00","$201,699.00","$216,313.00","$219,999.00","$219,897.00","$228,279.00","$215,408.00","$223,888.00","$212,005.00","$208,918.00","$215,714.00","$207,994.00","$207,822.00","$204,389.00","$209,117.00","$217,890.00","$205,494.00","$216,705.00","$205,912.00","$203,947.00","$211,482.00","$207,390.00","$203,550.00","$208,654.00","$194,528.00","$199,258.00","$198,888.00","$204,610.00","$209,335.00","$214,090.00","$212,316.00","$211,904.00","$210,893.00","$207,414.00","$206,743.00","$204,362.00","$201,739.00","$205,250.00","$208,046.00","$210,130.00","$213,709.00","$213,414.00","$222,612.00","$218,452.00","$218,251.00","$220,375.00","$216,186.00","$211,695.00","$213,461.00","$206,818.00","$207,143.00","$230,023.00","$230,387.00","$231,725.00","$240,294.00","$234,529.00","$234,023.00","$239,244.00","$239,999.00","$234,375.00","$229,687.00","$234,772.00","$239,595.00","$259,606.00","$255,440.00","$267,806.00","$267,601.00","$263,517.00","$257,258.00","$261,234.00","$253,846.00","$253,846.00","$248,195.00","$245,121.00","$272,404.00","$290,334.00","$301,751.00","$313,474.00","$313,182.00","$313,481.00","$285,163.00","$312,879.00","$302,842.00","$292,804.00","$323,795.00","$327,747.00","$348,034.00","$371,064.00","$369,383.00","$391,288.00","$372,433.00","$359,120.00","$361,250.00","$393,343.00","$406,364.00","$410,952.00","$391,303.00","$400,962.00","$421,542.00","$426,373.00","$394,444.00","$405,389.00","$404,872.00","$408,836.00","$385,210.00","$388,753.00","$389,887.00","$394,957.00","$390,576.00","$405,181.00","$403,448.00","$455,749.00","$447,773.00","$471,222.00","$464,999.00","$460,958.00","$459,832.00","$452,391.00","$450,990.00","$453,079.00","$441,025.00","$439,080.00","$471,632.00","$471,715.00","$471,005.00","$488,474.00","$486,363.00","$483,883.00","$483,461.00","$478,347.00","$485,191.00","$491,495.00","$489,603.00","$530,746.00","$528,871.00","$558,392.00","$591,700.00","$589,285.00","$595,273.00","$586,409.00","$590,576.00","$604,464.00","$599,397.00","$604,392.00","$584,360.00","$619,320.00","$649,200.00","$659,260.00","$665,320.00","$681,540.00","$678,650.00","$676,080.00","$666,730.00","$665,100.00","$671,490.00","$663,480.00","$645,600.00","$663,950.00","$663,640.00","$686,820.00","$682,690.00","$685,580.00","$677,310.00","$673,460.00","$659,110.00","$658,650.00","$643,840.00","$659,040.00","$651,220.00","$655,090.00","$684,310.00","$692,900.00","$709,420.00","$694,780.00","$696,330.00","$703,180.00","$662,560.00","$658,420.00","$659,550.00","$616,220.00","$561,360.00","$556,300.00","$569,370.00","$537,990.00","$528,890.00","$536,310.00","$526,000.00","$470,250.00","$427,040.00","$405,400.00","$390,270.00","$368,240.00","$324,170.00","$327,370.00","$316,440.00","$337,100.00","$374,850.00","$405,260.00","$397,460.00","$392,260.00","$432,440.00","$427,180.00","$431,980.00","$408,590.00","$383,330.00","$410,230.00","$432,720.00","$407,830.00","$472,370.00","$474,520.00","$458,180.00","$440,480.00","$424,770.00","$444,670.00","$434,420.00","$412,210.00","$363,750.00","$392,660.00","$420,420.00","$390,960.00","$415,830.00","$415,300.00","$420,150.00","$407,420.00","$390,440.00","$391,710.00","$396,990.00","$383,430.00","$340,600.00","$360,670.00","$372,220.00","$412,590.00","$430,340.00","$459,760.00","$473,600.00","$466,760.00","$454,170.00","$460,670.00","$467,840.00","$463,010.00","$466,830.00","$451,580.00","$523,280.00","$573,000.00","$593,160.00","$604,600.00","$614,810.00","$607,240.00","$604,100.00","$588,600.00","$607,900.00","$585,440.00","$559,110.00","$572,630.00","$623,110.00","$656,140.00","$680,020.00","$695,210.00","$688,870.00","$691,500.00","$652,610.00","$659,660.00","$670,320.00","$645,680.00","$610,130.00","$651,950.00","$713,060.00","$742,340.00","$763,740.00","$750,000.00","$765,000.00","$735,000.00","$731,000.00","$711,990.00","$736,870.00","$738,790.00","$711,900.00","$712,990.00","$762,570.00","$820,080.00","$828,000.00","$803,000.00","$800,000.00","$775,000.00","$762,250.00"
Amador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$248,213.00","$248,809.00","$284,374.00","$262,500.00","$281,521.00","$279,166.00","$278,846.00","$289,999.00","$290,908.00","$327,778.00","$328,571.00","$340,000.00","$342,000.00","$338,889.00","$335,000.00","$383,333.00","$373,809.00","$357,812.00","$354,761.00","$367,856.00","$372,222.00","$329,545.00","$361,538.00","$318,750.00","$350,000.00","$369,230.00","$412,500.00","$357,142.00","$362,499.00","$367,646.00","$350,000.00","$387,499.00","$363,636.00","$325,000.00","$327,778.00","$333,333.00","$334,375.00","$350,000.00","$366,666.00","$364,285.00","$314,286.00","$333,333.00","$294,999.00","$325,000.00","$331,818.00","$283,333.00","$259,375.00","$289,999.00","$289,999.00","$307,143.00","$266,666.00","$287,499.00","$300,000.00","$262,500.00","$252,500.00","$291,666.00","$225,000.00","$261,111.00","$216,666.00","$206,250.00","$204,167.00","$186,666.00","$232,142.00","$208,333.00","$200,000.00","$214,285.00","$225,000.00","$215,625.00","$180,000.00","$160,000.00","$170,000.00","$190,000.00","$186,000.00","$170,000.00","$208,330.00","$188,000.00","$200,000.00","$172,500.00","$167,500.00","$186,670.00","$137,500.00","$173,330.00","$160,000.00","$200,000.00","$170,000.00","$130,000.00","$171,250.00","$152,500.00","$170,000.00","$145,000.00","$130,000.00","$147,140.00","$190,000.00","$142,220.00","$135,000.00","$176,670.00","$118,750.00","$183,330.00","$160,000.00","$146,670.00","$200,000.00","$175,000.00","$196,670.00","$192,000.00","$186,670.00","$177,500.00","$184,000.00","$225,000.00","$200,000.00","$193,330.00","$219,440.00","$233,330.00","$196,670.00","$213,890.00","$252,780.00","$198,000.00","$212,500.00","$192,000.00","$180,000.00","$206,250.00","$214,290.00","$190,000.00","$242,860.00","$238,890.00","$247,500.00","$211,110.00","$225,000.00","$265,000.00","$231,250.00","$229,540.00","$210,710.00","$271,430.00","$250,000.00","$227,500.00","$233,330.00","$256,250.00","$287,000.00","$335,000.00","$240,500.00","$255,000.00","$280,000.00","$275,000.00","$225,000.00","$267,860.00","$307,890.00","$241,670.00","$277,270.00","$319,000.00","$275,000.00","$257,500.00","$243,500.00"
Butte,"$102,143.00","$83,333.00","$100,000.00","$108,000.00","$100,000.00","$123,043.00","$113,571.00","$113,333.00","$117,499.00","$127,143.00","$117,999.00","$125,333.00","$118,332.00","$121,333.00","$123,000.00","$118,749.00","$127,894.00","$120,714.00","$113,571.00","$120,500.00","$117,856.00","$98,333.00","$120,625.00","$124,545.00","$122,308.00","$128,888.00","$115,454.00","$122,692.00","$117,368.00","$122,609.00","$115,555.00","$111,578.00","$120,588.00","$118,124.00","$127,647.00","$109,500.00","$113,333.00","$113,999.00","$110,999.00","$114,999.00","$129,166.00","$107,500.00","$114,210.00","$124,762.00","$123,600.00","$119,473.00","$114,166.00","$108,888.00","$122,143.00","$115,999.00","$114,705.00","$124,545.00","$128,125.00","$117,499.00","$117,894.00","$114,799.00","$115,499.00","$122,000.00","$111,249.00","$121,818.00","$110,000.00","$123,333.00","$123,333.00","$122,000.00","$106,428.00","$108,571.00","$116,922.00","$113,529.00","$118,888.00","$118,076.00","$114,615.00","$122,222.00","$114,210.00","$114,210.00","$118,234.00","$111,363.00","$115,861.00","$118,749.00","$126,111.00","$119,499.00","$120,000.00","$115,428.00","$119,166.00","$113,124.00","$127,500.00","$120,000.00","$110,000.00","$110,454.00","$109,130.00","$115,789.00","$122,692.00","$120,556.00","$113,999.00","$115,651.00","$113,157.00","$117,599.00","$111,249.00","$109,333.00","$113,076.00","$118,124.00","$119,696.00","$121,905.00","$123,600.00","$119,393.00","$124,545.00","$122,069.00","$120,690.00","$121,500.00","$110,499.00","$125,555.00","$124,074.00","$126,428.00","$121,111.00","$128,750.00","$125,238.00","$120,645.00","$123,809.00","$133,870.00","$127,333.00","$126,071.00","$120,000.00","$113,076.00","$129,655.00","$124,400.00","$130,666.00","$133,333.00","$140,952.00","$138,332.00","$136,538.00","$148,181.00","$136,249.00","$148,095.00","$142,222.00","$142,308.00","$149,166.00","$141,579.00","$149,600.00","$153,636.00","$154,374.00","$153,103.00","$158,635.00","$149,375.00","$154,799.00","$152,631.00","$158,332.00","$163,684.00","$174,090.00","$165,789.00","$171,904.00","$176,363.00","$185,789.00","$187,777.00","$185,714.00","$182,105.00","$192,666.00","$200,000.00","$186,923.00","$189,090.00","$216,428.00","$209,259.00","$225,581.00","$211,363.00","$233,749.00","$221,078.00","$230,920.00","$239,903.00","$235,714.00","$221,969.00","$238,970.00","$235,483.00","$237,244.00","$244,999.00","$269,230.00","$266,827.00","$251,744.00","$273,913.00","$273,611.00","$273,125.00","$279,999.00","$276,744.00","$273,148.00","$277,884.00","$297,825.00","$317,000.00","$317,045.00","$324,528.00","$327,884.00","$340,000.00","$336,538.00","$348,529.00","$329,411.00","$325,714.00","$297,618.00","$318,750.00","$337,805.00","$323,684.00","$327,631.00","$357,777.00","$336,842.00","$317,021.00","$344,594.00","$320,513.00","$297,999.00","$307,407.00","$292,104.00","$317,187.00","$326,923.00","$322,916.00","$297,916.00","$326,250.00","$323,684.00","$293,548.00","$294,230.00","$288,749.00","$296,874.00","$297,058.00","$303,125.00","$271,875.00","$256,250.00","$279,999.00","$288,461.00","$288,749.00","$261,363.00","$272,222.00","$251,471.00","$256,579.00","$268,750.00","$255,952.00","$247,726.00","$238,157.00","$247,499.00","$238,888.00","$242,307.00","$258,000.00","$267,708.00","$227,631.00","$245,832.00","$236,110.00","$255,555.00","$245,237.00","$250,000.00","$219,230.00","$250,000.00","$238,000.00","$236,760.00","$229,464.00","$235,710.00","$243,420.00","$225,000.00","$244,050.00","$208,930.00","$230,000.00","$180,000.00","$190,000.00","$222,370.00","$217,040.00","$222,620.00","$221,050.00","$196,430.00","$201,320.00","$197,690.00","$186,150.00","$207,950.00","$198,750.00","$194,000.00","$177,860.00","$200,000.00","$197,620.00","$211,290.00","$221,050.00","$215,740.00","$226,090.00","$207,140.00","$210,940.00","$223,860.00","$236,460.00","$208,930.00","$211,760.00","$250,000.00","$234,000.00","$238,300.00","$265,000.00","$239,280.00","$281,820.00","$250,000.00","$248,330.00","$255,950.00","$231,100.00","$227,500.00","$217,650.00","$221,550.00","$231,670.00","$237,880.00","$245,000.00","$276,140.00","$241,450.00","$235,710.00","$233,780.00","$241,910.00","$231,820.00","$231,730.00","$247,320.00","$233,930.00","$253,850.00","$261,110.00","$253,660.00","$265,000.00","$264,250.00","$248,000.00","$265,240.00","$238,540.00","$261,670.00","$260,580.00","$270,830.00","$283,870.00","$272,220.00","$275,000.00","$275,000.00","$288,750.00","$264,120.00","$275,000.00"
Calaveras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$188,571.00","$197,499.00","$176,666.00","$183,333.00","$187,500.00","$188,000.00","$252,500.00","$185,000.00","$175,999.00","$196,666.00","$188,571.00","$188,000.00","$203,571.00","$193,333.00","$192,857.00","$197,999.00","$194,285.00","$219,117.00","$228,124.00","$235,714.00","$229,999.00","$239,062.00","$233,333.00","$233,928.00","$226,923.00","$227,272.00","$250,000.00","$253,125.00","$239,285.00","$252,273.00","$259,375.00","$263,333.00","$270,833.00","$256,818.00","$280,555.00","$323,529.00","$287,499.00","$296,428.00","$287,499.00","$296,874.00","$291,666.00","$317,500.00","$312,500.00","$333,333.00","$379,166.00","$352,941.00","$365,384.00","$343,750.00","$318,750.00","$366,666.00","$384,374.00","$379,999.00","$400,000.00","$405,882.00","$434,615.00","$393,749.00","$406,667.00","$430,000.00","$459,999.00","$476,922.00","$489,999.00","$384,615.00","$404,545.00","$427,778.00","$354,999.00","$423,333.00","$412,500.00","$395,454.00","$359,374.00","$386,363.00","$389,999.00","$360,714.00","$361,111.00","$489,999.00","$350,000.00","$387,499.00","$396,428.00","$369,999.00","$331,818.00","$379,166.00","$342,857.00","$370,833.00","$346,153.00","$364,999.00","$291,666.00","$357,142.00","$350,000.00","$313,636.00","$309,091.00","$316,667.00","$270,000.00","$269,444.00","$268,750.00","$247,499.00","$228,124.00","$254,167.00","$231,249.00","$229,999.00","$182,000.00","$177,499.00","$219,444.00","$243,749.00","$171,428.00","$237,499.00","$265,000.00","$207,143.00","$231,249.00","$220,833.00","$166,000.00","$193,333.00","$185,000.00","$193,333.00","$191,999.00","$192,499.00","$201,667.00","$203,125.00","$172,222.00","$194,999.00","$180,000.00","$182,000.00","$163,333.00","$153,333.00","$170,000.00","$157,142.00","$147,500.00","$198,332.00","$150,000.00","$163,750.00","$161,429.00","$180,000.00","$148,571.00","$161,429.00","$156,249.00","$170,000.00","$154,285.00","$133,749.00","$170,000.00","$152,999.00","$191,249.00","$166,666.00","$154,999.00","$171,111.00","$180,000.00","$156,249.00","$180,000.00","$190,000.00","$213,235.00","$202,941.00","$210,000.00","$190,000.00","$223,684.00","$225,000.00","$207,692.00","$217,857.00","$202,273.00","$202,500.00","$204,167.00","$220,454.00","$238,888.00","$239,062.00","$243,332.00","$253,409.00","$240,789.00","$240,000.00","$233,330.00","$247,370.00","$230,550.00","$243,750.00","$228,120.00","$230,000.00","$258,330.00","$258,330.00","$296,870.00","$256,580.00","$270,000.00","$249,000.00","$262,000.00","$243,480.00","$243,750.00","$272,060.00","$255,560.00","$265,620.00","$271,870.00","$280,550.00","$290,380.00","$315,000.00","$291,000.00","$310,000.00","$285,000.00"
Contra-Costa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$614,020.00","$614,850.00","$640,450.00","$631,360.00","$652,050.00","$671,320.00","$657,420.00","$643,320.00","$620,700.00","$605,630.00","$632,100.00","$602,650.00","$624,340.00","$634,520.00","$649,460.00","$669,980.00","$698,420.00","$683,200.00","$685,650.00","$649,860.00","$600,960.00","$569,890.00","$530,900.00","$491,180.00","$476,610.00","$432,890.00","$397,310.00","$385,310.00","$390,730.00","$368,260.00","$350,920.00","$320,050.00","$294,790.00","$281,820.00","$273,140.00","$253,790.00","$231,250.00","$224,620.00","$225,820.00","$235,030.00","$241,960.00","$261,840.00","$278,820.00","$276,030.00","$271,960.00","$295,440.00","$304,420.00","$294,440.00","$274,100.00","$278,350.00","$287,800.00","$298,850.00","$308,330.00","$326,970.00","$318,110.00","$313,200.00","$310,840.00","$289,830.00","$281,400.00","$287,080.00","$257,930.00","$267,270.00","$273,350.00","$286,320.00","$283,950.00","$299,360.00","$292,620.00","$294,060.00","$282,000.00","$275,710.00","$279,330.00","$275,180.00","$258,430.00","$252,150.00","$283,010.00","$317,140.00","$345,180.00","$341,100.00","$364,020.00","$334,080.00","$352,260.00","$330,370.00","$346,370.00","$360,110.00","$339,340.00","$346,670.00","$386,410.00","$462,720.00","$484,640.00","$491,080.00","$508,720.00","$482,530.00","$454,760.00","$446,060.00","$457,080.00","$451,490.00","$397,760.00","$441,280.00","$464,350.00","$494,280.00","$519,670.00","$510,990.00","$546,580.00","$538,510.00","$499,220.00","$490,480.00","$457,630.00","$483,330.00","$442,440.00","$476,340.00","$491,780.00","$553,030.00","$557,060.00","$555,000.00","$550,000.00","$560,000.00","$525,000.00","$509,010.00","$570,440.00","$507,180.00","$499,550.00","$538,650.00","$572,620.00","$590,410.00","$595,000.00","$625,000.00","$625,000.00","$570,000.00","$552,000.00"
